"actor played chewbacca?","112","portrayer","Chewbacca","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/portrayer> ?uri }","Which actor played Chewbacca?","","",""
"targetairport berlin_tegel_airport","373","targetAirport","Berlin_Tegel_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport "," targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?","",""
"targetairport berlin_tegel_airport }","373","targetAirport","Berlin_Tegel_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport "," targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?","",""
"targetairport berlin_tegel_airport }","373","targetAirport","Dortmund_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport "," targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?","",""
"targetairport berlin_tegel_airport }","373","subsidiary","Lufthansa","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport "," targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?","",""
"targetairport berlin_tegel_airport }","373","targetAirport","Berlin_Tegel_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport "," targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?","",""
"telecommunications organizations are","142","locationCountry","Belgium@en","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Telecommunication> } UNION { ?uri <http://dbpedia.org/property/industry> ?industry FILTER regex(?industry, ""Telecommunications"") } { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Belgium> } UNION { ?uri <http://dbpedia.org/property/locationCountry> ""Belgium""@en } }","Which telecommunications organizations are located in Belgium?","","",""
"telecommunications organizations are","142","industry","Organisation","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Telecommunication> } UNION { ?uri <http://dbpedia.org/property/industry> ?industry FILTER regex(?industry, ""Telecommunications"") } { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Belgium> } UNION { ?uri <http://dbpedia.org/property/locationCountry> ""Belgium""@en } }","Which telecommunications organizations are located in Belgium?","","",""
"telecommunications organizations are","142","industry","Telecommunication","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Telecommunication> } UNION { ?uri <http://dbpedia.org/property/industry> ?industry FILTER regex(?industry, ""Telecommunications"") } { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Belgium> } UNION { ?uri <http://dbpedia.org/property/locationCountry> ""Belgium""@en } }","Which telecommunications organizations are located in Belgium?","","",""
"television show charmed.","141","starring","Charmed","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Charmed> <http://dbpedia.org/ontology/starring> ?actor . ?actor <http://dbpedia.org/ontology/birthDate> ?date }","Give me the birthdays of all actors of the television show Charmed.","","",""
"tesla win a","326","award","Nobel_Prize_in_Physics","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Nikola_Tesla award Nobel_Prize_in_Physics }","Did Tesla win a nobel prize in physics?","","",""
"tesla win a","326","award","Nobel_Prize_in_Physics","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Nikola_Tesla award Nobel_Prize_in_Physics }","Did Tesla win a nobel prize in physics?","","",""
"thatcher a chemist?","107","profession","Chemist","ASK WHERE { <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/profession> <http://dbpedia.org/resource/Chemist> }","Was Margaret Thatcher a chemist?","","",""
"time zone as","108","timezone","WikicatStatesOfTheUnitedStates","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> $ <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }","Which U.S. states are in the same time zone as Utah?","","",
"time zone as","108","timezone","Utah","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> $ <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }","Which U.S. states are in the same time zone as Utah?","","",
"time zone is","297","timeZone","Rome","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Rome timeZone ?uri }","In which time zone is Rome?","","",""
"timezone in san","370","timeZone","San_Pedro_de_Atacama","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { San_Pedro_de_Atacama timeZone ?uri }","What is the timezone in San Pedro de Atacama?","","",""
"timezone in san","370","timeZone","San_Pedro_de_Atacama","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { San_Pedro_de_Atacama timeZone ?uri }","What is the timezone in San Pedro de Atacama?","","",""
"timezone in san","370","timeZone","San_Pedro_de_Atacama","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { San_Pedro_de_Atacama timeZone ?uri }","What is the timezone in San Pedro de Atacama?","","",""
"tree frogs a","214","class","Amphibian","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Hylidae class Amphibian }","Are tree frogs a type of amphibian?","","",""
"tv series friends","226","completionDate","Friends","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?date WHERE { dbr:Friends completionDate ?date }","When was the last episode of the TV series Friends aired?","","",""
"tv series friends","226","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?date WHERE { dbr:Friends completionDate ?date }","When was the last episode of the TV series Friends aired?","","",""
"type of amphibian?","214","class","Amphibian","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Hylidae class Amphibian }","Are tree frogs a type of amphibian?","","",""
"types of eating","103","-","yago:WikicatEatingDisorders","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/class/yago/WikicatEatingDisorders> }","Give me all types of eating disorders.","","",""
"types of grapes","323","growingGrape","Oregon_wine growingGrape","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Oregon_wine growingGrape ?uri }","Which types of grapes grow in Oregon?","","",""
"types of grapes","323","growingGrape","Oregon_wine","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Oregon_wine growingGrape ?uri }","Which types of grapes grow in Oregon?","","",""
"uk city are","364","headquarter","Secret_Intelligence_Service","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?","","",""
"uk city are","364","headquarter","Secret_Intelligence_Service","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?","","",""
"uk city are","364","country","United_Kingdom","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?","","",""
"unc health care?","176","speciality","UNC_Health_Care","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri }","What are the specialities of the UNC Health Care?","","",""
"unc health care?","176","speciality","UNC_Health_Care","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri }","What are the specialities of the UNC Health Care?","","",""
"unc health care?","176","speciality","UNC_Health_Care","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri }","What are the specialities of the UNC Health Care?","","",""
"union { ?spouse","17","rdf:type","Monarch","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Monarch "," spouse ?spouse { ?spouse birthPlace Germany } UNION { ?spouse birthPlace ?p . ?p country Germany } }","Which monarchs were married to a German?","",""
"union { ?uri","101","genre","Band","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> "," <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands.","",""
"union { ?uri","186","team","Chicago_Bulls","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> "," <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Who is the heaviest player of the Chicago Bulls?","",""
"union { ?uri","143","country","Denmark","SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Lake> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> } UNION { ?uri a <http://dbpedia.org/class/yago/LakesOfDenmark> } }","Give me a list of all lakes in Denmark.","",""
"union { ?uri","143","country","Lake","SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Lake> "," <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> } UNION { ?uri a <http://dbpedia.org/class/yago/LakesOfDenmark> } }","Give me a list of all lakes in Denmark.","",""
"university did angela","248","almaMater","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { Angela_Merkel almaMater ?university }","Which university did Angela Merkel attend?","","",""
"university is located?","206","state","Pennsylvania_State_University","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University state ?s }","In which state Penn State University is located?","","",""
"university is located?","206","state","Pennsylvania_State_University","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University state ?s }","In which state Penn State University is located?","","",""
"university is located?","206","state","Pennsylvania_State_University","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University state ?s }","In which state Penn State University is located?","","",""
"university of oxford?","49","officialSchoolColour","University_of_Oxford","SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/University_of_Oxford> <http://dbpedia.org/ontology/officialSchoolColour> ?string }","What is the official color of the University of Oxford?","","",""
"university of oxford?","49","officialSchoolColour","University_of_Oxford","SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/University_of_Oxford> <http://dbpedia.org/ontology/officialSchoolColour> ?string }","What is the official color of the University of Oxford?","","",""
"urdu and persian","344","languageFamily","Persian_language","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { dbr:Urdu languageFamily ?uri . dbr:Persian_language languageFamily ?uri }","Do Urdu and Persian have a common root?","","",""
"urdu and persian","344","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { dbr:Urdu languageFamily ?uri . dbr:Persian_language languageFamily ?uri }","Do Urdu and Persian have a common root?","","",""
"utah ) }","25","rdf:type","WikicatStatesOfTheUnitedStates","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates "," dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?","",""
"utah ) }","25","rdf:type","WikicatStatesOfTheUnitedStates","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates "," dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?","",""
"utah ) }","25","timezone","Utah","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates "," dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?","",""
"uzi ) }","14","rdf:type","Weapon","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Weapon "," dbp:designer ?x . Uzi dbp:designer ?x FILTER ( ?uri != Uzi ) }","Which other weapons did the designer of the Uzi develop?","",""
"uzi dbp:designer ?x","14","rdf:type","Weapon","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Weapon "," dbp:designer ?x . Uzi dbp:designer ?x FILTER ( ?uri != Uzi ) }","Which other weapons did the designer of the Uzi develop?","",""
"video game called","358","label","Battle Chess@en","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?uri rdf:type VideoGame ; rdfs:label ""Battle Chess""@en }","Is there a video game called Battle Chess?","","",""
